,salary,f_open,f_employed,f_selfemployed,f_unemployed,f_education,f_organization,f_datascientist,f_designer,f_developer,f_devops,f_engineer,f_scientist,f_years,f_yearspro,f_ambition,f_python,f_r,f_age,f_female,f_male,f_other
464,29328.0,1,1,0,0,1,1,0,0,1,0,0,0,9,6,0,0,0,23,0,1,0
465,33348.0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,1,1,0,23,0,1,0
466,85524.0,0,1,0,0,2,1,0,0,1,0,0,0,28,19,0,0,0,40,0,1,0
467,36637.0,0,1,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,28,0,1,0
468,2520.0,0,0,1,0,2,0,0,1,1,0,0,0,6,4,0,0,0,23,0,1,0
469,4200.0,0,1,0,0,2,0,0,0,1,0,0,0,10,2,1,0,0,26,1,0,0
471,4536.0,0,1,0,0,2,0,0,0,1,0,0,0,10,4,0,0,0,28,0,1,0
472,4897.0,0,1,0,0,1,1,0,0,1,0,0,0,5,1,1,0,0,23,0,1,0
473,5880.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,1,0,0,30,0,1,0
474,42393.0,0,1,0,0,1,0,0,0,1,0,0,0,5,5,0,0,0,29,0,1,0
475,130847.0,0,0,1,0,1,0,0,0,1,0,0,0,20,10,0,0,0,31,1,0,0
477,118000.0,0,1,0,0,0,0,0,0,1,0,0,0,30,20,1,0,0,46,0,1,0
479,78508.0,0,1,0,0,1,0,0,0,1,0,0,0,7,5,0,0,0,38,0,1,0
483,37512.0,0,1,0,0,0,1,0,0,1,0,0,0,6,3,0,0,0,22,0,1,0
484,80150.0,0,1,0,0,1,0,0,0,1,1,1,0,13,6,0,0,0,31,0,1,0
487,33348.0,0,1,0,0,0,0,0,0,1,0,0,0,12,8,0,1,0,32,0,1,0
494,10500.0,0,1,0,0,0,1,0,0,1,0,0,0,8,5,1,1,0,27,0,1,0
495,68745.0,1,1,0,0,2,1,0,0,1,0,0,0,30,18,0,0,0,41,0,1,0
496,97000.0,0,1,0,0,2,1,0,0,1,0,0,0,9,2,0,1,0,25,0,1,0
497,7080.0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,0,0,0,27,1,0,0
498,29858.0,0,1,0,0,2,1,0,0,1,1,0,0,8,3,1,0,0,27,0,1,0
501,121000.0,0,1,0,0,1,0,0,0,1,0,0,0,17,10,0,0,0,37,0,1,0
502,196250.0,0,0,1,0,0,0,0,0,1,0,1,0,25,25,0,1,0,51,0,1,0
504,68424.0,0,0,1,0,1,1,0,0,1,1,0,0,15,1,0,0,0,24,0,1,0
508,58000.0,0,1,0,0,1,0,0,0,1,0,1,1,6,1,0,1,0,23,0,1,0
509,400000.0,0,0,1,0,1,0,0,0,1,0,1,0,15,10,0,0,0,33,0,1,0
512,48000.0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,31,0,1,0
514,90000.0,0,1,0,0,2,1,0,0,1,0,0,0,15,5,0,1,0,29,0,1,0
517,52704.0,0,1,0,0,1,0,0,0,1,0,0,0,15,5,1,0,0,34,0,1,0
518,11894.0,1,1,0,0,1,0,0,1,1,0,0,0,7,3,0,1,0,24,0,1,0
519,2300.0,0,1,0,0,2,1,0,0,1,0,0,0,5,5,0,0,0,35,0,1,0
522,90000.0,0,1,0,0,2,1,1,0,1,0,0,1,15,7,0,1,0,31,0,1,0
523,20532.0,0,1,0,0,1,1,0,0,1,0,0,0,10,6,1,0,0,31,0,1,0
524,52500.0,0,1,0,0,2,0,0,0,1,0,0,0,15,12,0,0,0,32,0,1,0
525,125000.0,0,1,0,0,2,1,0,0,1,0,0,0,3,2,0,0,0,31,1,0,0
526,37531.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,0,1,0,29,0,1,0
527,31344.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,1,0,20,0,1,0
528,145000.0,0,1,0,0,0,0,0,0,1,0,0,0,38,35,0,0,0,67,0,1,0
531,110000.0,0,1,0,0,1,0,0,0,1,0,0,0,15,10,0,0,0,30,0,1,0
538,7276.0,0,1,0,0,1,0,0,0,1,0,0,0,8,1,0,1,0,23,0,1,0
540,83972.0,0,1,0,0,2,0,1,0,1,0,1,0,5,4,0,1,1,30,1,0,0
542,120000.0,1,1,0,0,0,1,0,0,1,0,1,0,18,15,0,1,0,38,0,1,0
543,48259.0,1,1,0,0,2,0,0,0,1,0,1,0,7,4,0,1,0,24,0,1,0
545,53500.0,0,1,0,0,1,0,0,0,1,0,0,0,10,2,0,0,0,25,0,1,0
547,68705.0,0,1,0,0,1,1,0,0,1,0,0,0,19,14,0,0,0,37,0,1,0
550,79536.0,0,1,0,0,0,0,0,0,1,0,0,0,13,11,0,1,0,42,0,1,0
551,48120.0,1,1,0,0,1,0,0,0,1,1,0,0,10,5,0,0,0,25,0,1,0
552,9132.0,0,1,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,24,1,0,0
553,140000.0,0,1,0,0,1,1,1,1,1,0,1,0,14,7,0,1,0,30,0,1,0
554,49267.0,0,1,0,0,2,0,0,0,1,0,0,0,30,20,0,1,0,44,0,1,0
555,120304.0,1,1,0,0,2,0,0,0,1,0,0,0,20,18,0,0,0,36,0,1,0
557,180000.0,0,0,1,0,2,0,0,0,1,0,0,0,25,14,0,0,0,33,0,1,0
559,46566.0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,23,0,1,0
560,235525.0,0,1,0,0,2,1,1,0,1,0,0,1,23,11,1,1,0,35,0,1,0
561,38169.0,0,1,0,0,2,1,1,0,0,0,1,1,25,18,0,1,1,35,0,1,0
562,20580.0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,20,1,0,0
563,104000.0,0,1,0,0,1,0,0,1,1,0,0,0,17,15,0,0,0,40,0,1,0
565,1992.0,0,0,1,0,1,0,0,1,1,1,0,0,6,2,0,1,0,22,0,1,0
568,74474.0,0,1,0,0,2,1,1,0,1,0,0,1,20,6,0,0,1,30,1,0,0
570,88390.0,0,1,0,0,0,0,1,0,1,0,0,0,40,25,0,1,0,55,0,1,0
571,56000.0,1,1,0,0,2,1,0,0,1,0,0,0,6,6,0,1,0,30,1,0,0
572,30240.0,0,1,0,0,1,0,0,0,1,0,0,0,7,5,1,1,0,28,0,1,0
573,3684.0,0,0,1,0,0,0,0,0,1,0,0,0,6,2,0,0,0,21,0,1,0
575,100000.0,0,1,0,0,1,0,0,1,1,0,0,0,12,7,0,0,0,28,0,1,0
578,17868.0,0,1,0,0,0,0,0,0,1,0,0,0,12,8,0,0,0,27,0,1,0
580,16152.0,0,1,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,23,1,0,0
584,190000.0,0,1,0,0,1,1,0,0,1,0,0,0,20,11,0,0,0,30,0,1,0
587,60000.0,0,1,0,0,0,1,0,0,1,0,0,0,11,6,0,0,0,25,0,1,0
591,48804.0,0,1,0,0,1,0,0,0,1,0,0,0,10,3,0,0,0,23,0,1,0
592,104000.0,0,1,0,0,0,1,0,0,1,0,0,0,15,12,0,0,0,33,0,1,0
594,90514.0,0,1,0,0,2,1,0,0,1,0,1,0,12,10,0,1,0,34,0,1,0
595,64452.0,0,1,0,0,0,0,0,0,1,0,0,0,30,20,0,1,0,41,0,1,0
596,83000.0,0,1,0,0,1,0,0,1,1,0,0,0,4,3,0,0,0,22,0,1,0
599,20628.0,0,1,0,0,0,0,0,1,1,1,0,0,10,10,0,1,0,31,0,1,0
600,135625.0,0,1,0,0,2,1,0,0,1,0,0,0,23,15,0,0,0,43,0,1,0
601,72500.0,0,1,0,0,1,1,0,0,1,0,0,0,11,6,0,0,0,29,0,1,0
604,11400.0,0,1,0,0,2,0,0,0,1,0,0,0,12,8,0,0,0,29,0,1,0
605,22915.0,0,1,0,0,2,1,0,0,0,0,0,0,20,9,1,1,0,28,0,1,0
610,36000.0,1,1,0,0,2,1,0,0,1,0,0,0,18,15,1,1,0,34,0,1,0
611,91660.0,0,1,0,0,2,0,0,0,1,1,1,0,22,14,0,1,0,34,0,1,0
612,14256.0,0,1,0,0,2,0,0,0,1,0,0,0,11,7,1,1,0,29,0,1,0
613,64888.0,0,1,0,0,1,1,0,0,1,0,0,0,4,3,0,0,0,30,1,0,0
614,71097.0,0,1,0,0,2,1,0,0,1,0,0,0,20,4,0,0,0,27,0,1,0
618,39891.0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,23,0,1,0
620,13440.0,1,1,0,0,1,1,0,0,1,0,0,0,9,7,0,0,0,29,0,1,0
621,13750.0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,1,0,18,0,1,0
622,46909.0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,32,1,0,0
623,20628.0,0,1,0,0,1,1,0,0,1,0,0,0,12,9,1,0,0,30,1,0,0
624,12000.0,0,1,0,0,1,0,0,1,1,1,1,0,13,7,0,1,0,28,0,1,0
625,125000.0,0,1,0,0,2,0,0,0,1,0,0,0,14,10,0,0,0,33,0,1,0
628,150000.0,0,1,0,0,1,0,0,0,0,0,1,0,12,0,0,1,0,32,0,1,0
632,10000.0,0,0,1,0,2,0,0,0,1,0,0,0,20,2,0,1,0,36,1,0,0
633,70248.0,0,1,0,0,1,0,0,0,1,0,0,0,34,21,0,0,0,42,0,1,0
635,105000.0,1,1,0,0,1,1,0,0,1,0,0,0,10,10,0,0,0,34,0,1,0
637,110000.0,0,1,0,0,1,1,0,0,1,0,0,0,15,10,0,0,0,36,1,0,0
640,41871.0,1,1,0,0,1,0,0,0,1,0,0,0,30,20,0,0,0,39,0,1,0
645,100000.0,0,1,0,0,1,0,0,1,1,0,0,0,40,37,0,0,0,58,0,1,0
647,82000.0,0,1,0,0,2,1,0,0,1,0,0,0,7,3,0,1,0,24,0,1,0
649,48544.0,0,1,0,0,2,1,0,0,1,0,0,0,8,2,0,0,0,44,1,0,0
651,147000.0,0,1,0,0,2,1,0,0,1,0,1,0,23,12,0,0,0,37,0,1,0
654,27492.0,1,1,0,0,2,0,1,0,1,0,0,0,30,20,0,0,0,37,0,1,0
655,15042.0,0,1,0,0,1,0,0,0,1,0,0,0,12,6,0,0,0,28,0,1,0
656,45830.0,0,1,0,0,2,0,1,0,0,0,0,0,8,5,0,1,0,28,1,0,0
657,70000.0,0,1,0,0,2,0,0,0,1,0,0,0,2,2,0,1,0,35,0,1,0
658,10075.0,0,1,0,0,1,1,0,0,1,0,0,0,10,4,0,1,0,27,0,1,0
659,200000.0,0,1,0,0,2,1,0,0,1,1,0,0,12,6,1,1,0,31,0,1,0
660,58140.0,0,0,1,0,0,0,0,0,1,0,0,0,9,4,0,1,0,24,0,1,0
661,16284.0,0,1,0,0,2,0,0,0,1,1,0,0,8,8,1,0,0,30,0,1,0
662,32712.0,0,1,0,0,2,0,0,0,1,0,0,0,25,25,0,0,0,52,0,1,0
663,65000.0,0,1,0,0,0,0,0,0,1,0,0,0,16,10,0,1,0,33,0,1,0
664,34675.0,0,1,0,0,0,0,0,0,1,0,0,0,17,17,0,0,0,36,0,1,0
665,10356.0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,27,0,1,0
666,90000.0,0,1,0,0,1,1,0,0,0,0,0,0,5,1,0,1,0,23,0,1,0
668,90000.0,0,1,0,0,2,0,0,0,1,0,0,0,10,6,1,1,0,29,0,1,0
669,30228.0,0,1,0,0,2,0,0,0,1,0,0,0,7,3,1,0,0,24,0,0,1
672,45372.0,0,1,0,0,1,0,0,0,1,0,0,0,13,5,0,0,0,28,0,1,0
674,97000.0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0,0,0,31,0,1,0
675,47604.0,0,1,0,0,1,1,1,0,1,0,0,0,15,10,0,0,0,31,0,1,0
676,412464.0,0,1,0,0,2,0,0,0,0,0,0,0,7,3,1,1,0,27,0,1,0
677,125000.0,0,1,0,0,1,1,0,0,1,0,0,0,20,13,0,0,0,36,0,1,0
678,412464.0,0,1,0,0,2,0,1,1,1,0,1,0,6,3,1,1,1,24,0,1,0
680,128000.0,0,1,0,0,0,0,0,0,1,0,1,0,10,6,0,1,0,23,0,1,0
681,80000.0,0,1,0,0,0,0,0,0,1,0,0,0,9,6,0,0,0,27,0,1,0
682,9840.0,0,1,0,0,2,0,0,0,1,0,0,0,10,2,0,0,0,29,0,1,0
683,56291.0,0,1,0,0,0,0,0,0,1,0,0,0,15,12,1,0,0,37,0,1,0
685,1668.0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,19,0,1,0
686,42000.0,0,1,0,0,0,1,0,1,1,0,0,0,5,3,0,0,0,24,0,1,0
688,42888.0,0,1,0,0,0,0,0,0,1,0,0,0,7,4,0,0,0,28,0,1,0
689,40101.0,0,1,0,0,1,1,0,0,1,0,0,0,15,7,0,0,0,37,0,1,0
690,87000.0,1,1,0,0,1,0,0,0,1,0,1,0,20,14,0,1,0,33,0,1,0
691,55000.0,0,1,0,0,0,0,0,1,1,1,0,0,15,12,0,1,0,37,0,1,0
692,53850.0,0,1,0,0,1,0,0,0,1,0,0,0,6,3,0,0,0,25,1,0,0
693,77000.0,0,1,0,0,1,1,0,0,1,0,0,0,12,3,0,0,0,28,0,1,0
694,89368.0,0,1,0,0,0,0,0,0,1,0,0,0,13,13,0,1,0,35,0,1,0
696,23040.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,0,0,0,28,0,1,0
698,275000.0,0,1,0,0,1,1,0,0,0,0,1,0,20,12,1,0,0,29,0,1,0
700,103000.0,0,1,0,0,1,1,0,0,1,1,1,0,17,14,0,0,0,34,0,1,0
701,46699.0,0,1,0,0,0,1,0,0,1,0,0,0,12,1,0,0,0,31,0,1,0
702,122473.0,0,1,0,0,1,1,0,0,1,0,0,0,11,6,0,0,0,32,0,1,0
704,38496.0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,24,1,0,0
705,68000.0,0,1,0,0,2,0,0,0,1,0,0,0,15,5,0,1,0,36,0,1,0
708,68745.0,0,1,0,0,2,1,0,0,1,0,0,0,16,8,0,0,0,34,0,1,0
709,13116.0,0,1,0,0,0,1,0,0,1,0,0,0,9,5,0,0,0,28,1,0,0
711,24061.0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,22,0,1,0
712,71364.0,0,1,0,0,2,1,0,0,1,0,0,0,15,8,0,0,0,41,0,1,0
713,23136.0,0,1,0,0,1,0,0,1,1,0,0,0,10,5,0,0,0,38,0,1,0
715,30720.0,0,1,0,0,1,0,0,0,1,0,0,0,20,14,0,0,0,35,0,1,0
717,206250.0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,34,1,0,0
718,79536.0,0,1,0,0,2,0,0,0,1,0,0,0,18,12,0,0,0,36,0,1,0
721,125000.0,0,1,0,0,1,1,0,0,1,0,0,0,20,16,0,1,0,39,0,1,0
722,121000.0,0,1,0,0,2,0,0,0,1,0,0,0,23,23,1,0,0,49,0,1,0
725,27492.0,0,1,0,0,1,1,1,0,1,0,0,1,6,3,0,1,0,22,0,1,0
726,230000.0,0,1,0,0,1,1,0,0,1,0,0,0,20,18,0,1,0,36,0,1,0
728,10000.0,1,1,0,0,1,0,0,1,1,0,0,0,9,4,1,0,0,24,0,1,0
729,80000.0,0,1,0,0,2,0,0,0,1,0,0,0,3,3,0,0,0,25,0,1,0
732,125000.0,0,1,0,0,1,1,0,0,1,0,0,0,19,10,0,1,0,33,0,1,0
734,100000.0,0,1,0,0,0,0,0,0,1,0,0,0,33,33,1,1,0,52,0,1,0
736,39336.0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,0,0,0,24,0,1,0
737,56264.0,0,1,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,29,0,1,0
738,44000.0,0,1,0,0,0,0,0,0,1,0,0,0,7,3,0,1,0,22,0,1,0
739,8244.0,1,1,0,0,0,0,0,0,1,1,0,0,8,0,0,1,0,19,0,1,0
740,50413.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,0,0,0,26,0,1,0
741,24061.0,0,1,0,0,2,0,0,0,1,0,0,0,18,15,0,0,0,38,0,1,0
743,68705.0,0,1,0,0,1,0,0,0,1,0,0,0,14,10,0,1,0,32,0,1,0
744,65424.0,0,1,0,0,2,0,1,0,1,0,0,1,20,20,0,1,1,40,0,1,0
746,12226.0,0,1,0,0,1,0,0,0,1,0,0,0,12,10,0,0,0,34,0,1,0
748,42624.0,0,1,0,0,0,0,0,0,1,0,0,0,14,10,0,1,0,32,0,1,0
749,120000.0,0,1,0,0,1,1,0,0,1,0,0,0,14,7,0,0,0,34,0,1,0
750,230000.0,0,1,0,0,1,1,0,0,1,0,0,0,9,4,0,0,0,27,0,1,0
752,80000.0,1,0,1,0,0,0,1,0,1,0,0,0,13,10,0,1,0,37,0,1,0
753,232000.0,0,1,0,0,1,1,0,0,1,0,0,0,14,7,1,1,0,27,0,1,0
755,104000.0,0,1,0,0,1,0,0,0,1,0,0,0,18,9,0,1,0,31,0,1,0
757,706572.0,0,1,0,0,1,1,0,0,1,0,0,0,28,20,0,0,0,42,0,1,0
759,185000.0,0,1,0,0,1,0,0,0,1,0,0,0,20,20,1,0,0,45,0,1,0
760,25692.0,0,1,0,0,0,0,0,0,1,0,0,0,10,6,0,1,0,30,0,1,0
761,21708.0,0,1,0,0,2,0,0,0,1,0,0,0,15,8,0,0,0,33,0,1,0
762,155000.0,0,1,0,0,1,0,0,0,1,0,0,0,9,7,1,0,0,27,0,1,0
763,37416.0,1,0,1,0,2,0,0,0,1,0,0,0,15,8,0,0,0,37,0,1,0
764,14748.0,0,0,1,0,1,0,0,0,1,0,0,0,9,6,0,0,0,30,0,1,0
765,51559.0,0,1,0,0,0,1,0,0,1,1,0,0,15,10,0,1,0,34,0,1,0
766,16548.0,0,1,0,0,1,0,0,0,1,0,0,0,5,1,1,1,1,24,0,1,0
768,123500.0,0,1,0,0,1,0,1,0,1,1,1,0,14,5,1,0,0,27,0,1,0
770,16500.0,0,1,0,0,0,0,0,0,1,0,0,0,8,3,1,1,0,21,0,1,0
773,36642.0,0,1,0,0,2,0,1,0,0,0,0,0,8,5,1,1,0,31,0,1,0
774,165000.0,0,1,0,0,1,1,0,0,1,0,0,0,30,19,1,1,0,45,0,1,0
776,45000.0,0,1,0,0,1,0,0,0,1,1,0,0,6,1,0,1,0,24,0,1,0
777,29724.0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,24,0,1,0
780,25400.0,0,0,1,0,1,1,0,0,1,0,0,0,5,2,0,1,0,22,1,0,0
781,4198.0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,24,0,1,0
782,730128.0,0,1,0,0,0,0,0,0,1,0,0,0,20,6,0,0,0,37,0,1,0
783,16116.0,0,1,0,0,1,0,0,0,1,0,0,0,6,3,1,0,0,26,1,0,0
785,125616.0,0,0,1,0,2,0,0,0,1,1,0,0,24,20,0,1,0,41,0,1,0
787,64162.0,1,1,0,0,2,1,0,0,1,0,0,0,7,3,0,0,0,25,0,1,0
788,82000.0,0,1,0,0,1,1,0,0,1,0,0,0,6,2,0,1,0,24,0,1,0
789,11500.0,1,0,1,0,0,0,0,1,1,0,0,0,10,2,0,1,0,24,0,1,0
790,31403.0,1,1,0,0,2,1,1,0,1,0,0,0,2,1,0,1,1,28,0,1,0
794,81125.0,0,1,0,0,1,1,0,0,1,0,0,0,24,11,0,0,0,36,0,1,0
796,360000.0,0,1,0,0,0,0,0,1,1,0,0,0,5,3,0,1,0,21,0,1,0
797,33227.0,0,1,0,0,0,0,0,0,1,0,0,0,6,5,0,0,0,21,0,1,0
798,35940.0,0,1,0,0,2,1,0,0,1,0,0,0,4,2,0,0,0,30,0,1,0
799,94289.0,1,0,1,0,0,1,0,0,1,0,0,0,30,20,0,0,0,42,0,1,0
800,27648.0,0,1,0,0,2,0,1,0,1,1,0,0,25,18,0,1,0,39,0,1,0
802,36672.0,0,1,0,0,0,1,0,0,1,0,0,0,14,7,0,0,0,27,1,0,0
803,99240.0,0,1,0,0,2,0,0,0,0,0,1,0,7,7,0,1,0,31,0,1,0
804,108795.0,0,1,0,0,1,1,0,0,1,0,0,0,33,19,0,0,0,39,0,1,0
807,240000.0,0,1,0,0,1,1,0,0,1,0,0,0,25,11,0,1,0,33,0,1,0
809,91660.0,0,1,0,0,0,0,0,0,1,1,0,0,25,20,0,0,0,41,0,1,0
813,72333.0,0,1,0,0,1,0,0,1,1,0,0,0,14,11,1,0,0,37,0,1,0
814,41244.0,1,1,0,0,0,1,0,0,1,1,0,0,12,7,0,1,0,23,0,1,0
816,71496.0,0,1,0,0,2,0,0,0,1,0,1,0,10,9,0,1,0,33,0,1,0
819,68745.0,1,0,1,0,2,0,0,0,1,1,0,0,16,14,0,1,0,34,0,1,0
825,94000.0,0,1,0,0,2,0,0,0,1,0,1,0,10,5,1,0,0,28,0,1,0
826,95000.0,0,1,0,0,1,1,0,0,1,0,0,0,9,7,0,0,0,32,0,1,0
827,43308.0,0,1,0,0,0,1,0,0,1,0,0,0,15,10,1,0,0,36,0,1,0
828,15392.0,0,1,0,0,2,1,0,0,1,0,0,0,10,6,0,0,0,30,0,1,0
829,2520.0,0,1,0,0,1,1,0,1,1,0,0,0,5,0,0,1,0,21,0,1,0
834,1656.0,0,1,0,0,1,0,0,1,1,0,0,0,5,0,0,0,0,21,0,1,0
836,77196.0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,1,0,0,32,0,1,0
838,84000.0,0,0,1,0,0,0,0,0,1,0,0,0,20,15,0,0,0,35,0,1,0
839,79973.0,1,1,0,0,2,0,0,0,1,0,0,0,33,16,0,1,0,44,0,1,0
840,86000.0,0,1,0,0,1,0,0,0,1,0,0,0,10,6,0,0,0,27,0,1,0
841,494964.0,0,1,0,0,2,0,0,0,1,0,0,0,9,4,0,0,0,27,0,1,0
842,90072.0,0,1,0,0,1,1,0,1,1,1,0,0,23,23,0,0,0,44,0,1,0
843,90000.0,0,1,0,0,1,1,1,0,1,1,1,1,10,5,0,1,0,22,0,1,0
845,58024.0,0,1,0,0,0,0,0,0,1,0,0,0,9,7,1,0,0,26,0,1,0
847,81000.0,0,1,0,0,2,1,0,0,1,1,0,0,8,5,1,1,0,36,0,1,0
849,24372.0,0,1,0,0,1,0,0,0,1,0,0,0,7,4,1,1,0,28,0,1,0
850,16791.0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0,0,0,26,0,1,0
851,58024.0,0,1,0,0,1,1,1,1,1,0,0,1,32,22,0,1,0,46,0,0,1
852,59376.0,0,1,0,0,1,0,0,0,1,0,0,0,27,6,1,0,0,40,0,1,0
853,78508.0,0,1,0,0,1,1,0,0,0,0,0,0,31,21,0,0,0,45,0,1,0
854,140000.0,0,1,0,0,1,1,0,0,1,0,0,0,6,1,0,1,0,23,0,1,0
856,45797.0,0,1,0,0,1,1,0,0,0,0,0,0,15,5,0,0,0,30,0,1,0
857,66000.0,0,1,0,0,1,1,0,0,1,1,0,0,7,2,0,0,0,24,0,1,0
858,55000.0,0,1,0,0,1,1,0,0,1,1,0,0,12,6,0,1,0,27,0,1,0
859,62728.0,0,1,0,0,1,1,0,0,1,0,0,0,14,8,0,0,0,29,0,1,0
861,95000.0,0,1,0,0,1,0,0,0,1,0,0,0,8,3,0,1,0,25,0,1,0
866,35748.0,0,1,0,0,1,0,0,0,1,0,0,0,11,7,0,0,0,30,0,1,0
867,20628.0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,25,0,1,0
870,84000.0,0,1,0,0,1,1,0,0,1,0,0,0,6,5,0,0,0,23,0,1,0
871,130000.0,0,1,0,0,1,0,1,0,1,0,0,0,9,3,0,1,0,25,0,1,0
873,18336.0,0,1,0,0,2,0,0,0,1,0,0,0,4,2,0,0,0,29,0,0,1
874,150474.0,0,1,0,0,1,1,0,0,1,1,1,0,38,29,0,0,0,49,0,1,0
875,942096.0,0,1,0,0,2,0,0,0,1,0,0,0,20,5,1,1,0,32,1,0,0
877,125000.0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,0,1,0,30,0,1,0
879,5808.0,1,1,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,20,0,1,0
880,56142.0,0,1,0,0,2,0,0,0,1,0,0,0,35,20,1,0,0,46,0,1,0
881,714948.0,0,1,0,0,2,0,0,0,1,0,0,0,9,5,0,0,0,28,0,1,0
882,2770.0,1,1,0,0,0,1,0,1,1,0,1,1,4,2,0,1,0,23,0,1,0
884,51000.0,0,0,1,0,1,0,0,0,1,0,0,0,15,10,0,0,0,33,0,1,0
887,10080.0,0,1,0,0,2,0,0,0,1,0,0,0,10,5,0,0,0,28,1,0,0
889,11916.0,0,1,0,0,2,1,0,0,1,1,0,0,6,6,0,0,0,33,0,1,0
891,14664.0,0,1,0,0,0,0,0,0,1,1,0,0,10,7,0,0,0,27,0,1,0
893,8520.0,0,1,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,21,0,1,0
895,11472.0,1,1,0,0,2,0,0,0,1,0,0,0,8,3,1,1,0,25,0,1,0
896,53437.0,0,1,0,0,2,0,1,0,1,0,0,1,11,5,0,1,0,28,0,1,0
897,23220.0,1,1,0,0,2,0,1,0,1,0,0,1,16,10,0,1,0,26,0,1,0
898,40563.0,0,1,0,0,1,1,0,0,1,0,0,0,10,4,0,1,0,25,0,1,0
900,4272.0,0,0,1,0,1,0,0,1,1,0,0,0,6,2,0,1,0,22,0,1,0
901,40101.0,0,1,0,0,2,1,1,0,0,0,0,1,25,16,0,0,1,40,0,1,0
903,27504.0,0,1,0,0,2,0,1,0,0,0,0,0,6,3,0,1,1,25,0,1,0
905,57744.0,0,1,0,0,2,0,0,0,1,0,0,0,8,5,0,0,0,28,0,1,0
906,70000.0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,0,1,0,25,0,1,0
909,1332.0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,20,0,1,0
910,25128.0,0,1,0,0,0,1,0,0,1,0,0,0,34,20,0,0,0,51,0,1,0
911,209931.0,0,1,0,0,2,1,0,0,1,0,1,0,20,12,0,0,0,38,0,1,0
912,129000.0,0,1,0,0,1,1,0,0,1,0,0,0,31,19,0,0,0,41,0,1,0
913,19236.0,0,1,0,0,2,0,0,0,1,0,0,0,15,8,0,1,0,33,0,1,0
914,27492.0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,20,0,1,0
915,238000.0,0,1,0,0,1,1,0,0,0,0,0,0,20,14,0,0,0,32,0,1,0
916,467460.0,0,1,0,0,2,0,0,0,1,0,0,0,11,4,1,1,0,28,0,1,0
917,19590.0,0,1,0,0,1,0,0,1,1,0,0,0,14,8,0,0,0,30,0,1,0
918,19627.0,1,1,0,0,2,0,1,0,0,0,0,1,5,5,0,0,1,28,0,1,0
919,32064.0,0,1,0,0,1,1,0,0,1,0,0,0,10,7,0,1,1,31,0,1,0
921,50184.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,0,0,0,28,0,1,0
922,13085.0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,20,0,1,0
923,8424.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,1,1,0,22,0,1,0
925,21504.0,0,1,0,0,1,0,0,0,1,0,0,0,12,7,1,1,0,32,0,1,0
926,80000.0,0,1,0,0,1,0,0,0,1,0,0,0,11,7,0,0,0,33,0,1,0
927,85051.0,0,0,1,0,2,0,0,0,1,0,0,1,30,10,0,0,0,35,0,1,0
928,29136.0,0,1,0,0,0,1,0,0,0,1,0,0,18,11,0,0,0,34,0,1,0
929,45830.0,0,1,0,0,2,1,0,0,1,0,0,1,7,1,0,1,1,24,0,1,0
930,11148.0,0,1,0,0,1,0,0,0,1,0,1,0,5,2,0,0,0,27,0,1,0
